County Name,Unemployment Rate,Median Household Income,Pop. Below Poverty Line,Ratio of Income 80th vs 20th Percentile:,Banking Institutions Per 10000 Pop.,Household Spending <30% of income on housing,High-Speed Internet,Preschool Enrollment,On-time HS Graduation,Associate Degree or Higher,Violent Crime per 100000 Pop.,Youth Not In School Or Working,Primary Care Providers Per 100000 Pop.,Grocery Stores and Supermarkets per 10000 Pop.
"Ottawa, Kansas",3.6,54659,9.5,3.1,8.2,78.6,3,61.5,96,31.3,212.7,None,65.9,1.6
"Pawnee, Kansas",7.2,41257,None,4,5.9,70.5,2,None,86,23.4,403,None,59.3,1.5
"Phillips, Kansas",5.2,40303,10,3.4,6.8,83.6,3,None,93,25.5,134.4,None,34,1.7
"Pottawatomie, Kansas",3.6,53215,9,3.8,4.9,76,4,47.1,93,37.9,213.8,None,70.6,3.1
"Pratt, Kansas",4.3,43089,11.6,4.4,10.6,83.8,4,None,None,32.8,65.8,None,21.1,3.2
"Rawlins, Kansas",2.9,40699,11.5,3.8,8,76.6,4,None,83,42.7,318.9,None,160.3,1.7
"Reno, Kansas",4.4,40995,12.4,3.9,6.2,75.1,4,40,85,29.3,440.3,17.9,154.3,1.7
"Republic, Kansas",4.4,37039,12.5,4,4.3,64.3,2,None,86,24.9,72.6,None,55.9,1.9
"Rice, Kansas",4.4,42435,14.9,4,3.2,72.3,3,None,69,17.6,229.4,None,48.7,2
"Riley, Kansas",3.4,41149,23.2,5.1,4.9,61,5,46.6,76,52.1,262.4,4,188.4,1.1
"Rooks, Kansas",4.4,39732,18.3,4.1,5,67.8,3,None,82,18.5,126.1,None,45.4,1.8
"Rush, Kansas",4.9,39883,12.8,3.7,3.6,69.4,2,None,69,21.2,None,None,30.9,2.1
"Russell, Kansas",4.1,34736,14.6,4.2,10.1,77.6,4,76.1,None,30.1,376.6,None,43.3,2.9
"Saline, Kansas",3.9,44193,17.4,3.9,6.1,68.9,4,35.4,83,30.5,364.7,9.4,259.7,1.1
"Scott, Kansas",3.3,47366,None,None,6,80.3,4,87.9,None,32.9,262.8,None,120.2,2
"Sedgwick, Kansas",5,46674,15.3,4.5,4.5,70.6,4,42.4,81,35.4,647.9,13.6,258.6,1.4
"Seward, Kansas",9.2,46973,19.4,3.5,7.3,65.2,4,None,None,32.4,23.7,None,205.7,8.8
"Shawnee, Kansas",4.3,45350,16.7,4.4,5.8,70.3,4,46.3,78,35.2,454.8,13.3,210,1.7
"Sheridan, Kansas",7.3,45559,None,4.3,2.6,77.6,3,None,None,13.5,342.6,None,0,2.6
"Sherman, Kansas",6.7,36162,None,None,3.8,72.3,3,None,93,17.1,284.9,None,25.5,3.8
"Smith, Kansas",4.9,42641,15.4,4.3,2.9,75.5,1,None,83,20.6,273.5,None,44.2,4.4
"Stafford, Kansas",4.3,40521,15.1,3.5,18.4,84.5,3,60.3,None,28.5,195.6,None,0,4.6
"Stanton, Kansas",9,43414,None,3.7,3.6,63.4,4,None,74,39.4,510.3,None,239.2,2.1
"Stevens, Kansas",7.6,51007,None,4.4,4,63.5,3,None,80,19.5,335.6,None,43.1,2
"Sumner, Kansas",4.6,44829,13.4,4,6.8,73.2,4,41.2,88,25.3,248.3,None,29.6,1.7
"Thomas, Kansas",3,45103,11.2,6.1,21.8,83,4,None,None,33.5,53.7,None,24.2,7.3
"Trego, Kansas",6.5,42788,None,3.2,4.9,59.9,5,None,88,31.6,114.5,None,86.2,1.8
"Wabaunsee, Kansas",4.1,51194,6.4,3.3,0,77.4,3,None,None,30.7,None,None,0,2.3
"Wallace, Kansas",6.8,44417,None,4.8,2.1,71.8,2,None,88,11.9,73.6,None,14.2,0.7
"Washington, Kansas",3.1,39794,10.2,4,14.2,85.1,4,63.6,None,26.8,85.7,None,71.1,8.9
"Wichita, Kansas",4.1,49625,None,3.3,5.2,72.7,4,None,86,29.7,280.7,None,58.8,2.6
"Wilson, Kansas",4.6,36426,17.8,4.1,3.5,66.1,4,None,87,28.3,369.2,None,80.1,0.5
"Woodson, Kansas",7,31673,19.6,4.2,6.6,71.8,4,None,None,21.4,202.8,None,66.4,2.2
"Wyandotte, Kansas",6,36880,23.9,4.6,3.8,60.9,4,39.6,71,22.7,592.4,16.7,297,1.7
"Adair, Kentucky",7.3,30443,19.1,5.3,2.8,63.2,3,None,93,15.1,67.2,15.8,39,2.2
"Allen, Kentucky",6.3,37448,18.6,4.9,4.1,73.5,3,None,93,21.8,284.2,23,65.7,1.4
"Anderson, Kentucky",3.9,49277,11.3,3.2,3.2,74.1,4,45.4,96,27.7,81.9,None,73.6,0.9
"Ballard, Kentucky",6,41734,14.4,4.7,7.2,79.3,3,70.8,92,20.6,100.7,None,24.1,2.4
"Barren, Kentucky",4.6,36385,20.8,5.6,6,68.4,4,44.3,86,21.3,108.7,20.3,206.8,2.3
"Bath, Kentucky",6.3,28826,28,5.2,3.8,56.7,5,None,94,30.5,228.9,None,94.1,2.7
"Bell, Kentucky",7.5,24549,33.5,5.5,5,70.5,3,36.8,89,16.7,163.2,32.9,107.5,2.9
"Boone, Kentucky",3.8,62923,9,3.7,5.2,72.9,5,54.8,93,39.7,137.6,10.5,131.7,1
"Bourbon, Kentucky",4.3,38313,17.2,5.2,4,68.3,3,50.1,91,22.3,153.2,20.7,95.3,1.5
"Boyd, Kentucky",6.1,37795,19.9,5.3,7.8,72.4,4,38,94,25,204.7,26.1,422.8,1.6
"Boyle, Kentucky",3.6,38819,18.3,4.8,12.1,77.4,3,None,83,23.6,167.3,11,53.8,8.1
"Bracken, Kentucky",2.2,36688,16.8,4.8,12.2,77.6,4,None,None,29.9,39.8,None,44.4,3.3
"Breathitt, Kentucky",8.8,22506,32.5,4.9,2.9,71.8,3,37.2,88,16.1,None,22.8,140,2.9
"Breckinridge, Kentucky",5.3,36417,19.6,4,4,76.1,3,41.1,91,15.3,54.5,31.5,39.9,2
"Bullitt, Kentucky",4.3,51327,10.2,3.6,3,73.4,4,55.3,85,20.5,115.8,12.1,35.1,0.9
"Butler, Kentucky",3.4,33163,25.1,5.2,15,87.4,5,None,None,28.7,92.5,21,0,11.2
"Caldwell, Kentucky",2.2,34751,21.4,5.5,7.6,79.9,4,None,90,34.2,90.2,None,76.1,3.3
"Calloway, Kentucky",4.3,37138,20.1,5.5,4.5,69.9,4,38.9,94,33.2,121.1,7.8,154.7,0.8
"Campbell, Kentucky",3.9,50831,13,4.6,4.6,71,4,53.7,92,36.2,193.4,9.7,155.4,1.6
"Carlisle, Kentucky",6.3,36550,16.2,4,4.1,78.7,5,None,88,22.9,131.5,None,20.4,2
"Carroll, Kentucky",2.8,37590,29.9,4.8,4.9,84.9,4,None,None,12.7,144.9,23.2,0,2.4
"Carter, Kentucky",7.9,34076,20.3,4.5,4,76.4,4,54.6,97,16.3,60,22,29.3,2.2
"Casey, Kentucky",3.6,28018,26.8,4.6,4.9,80.1,3,None,86,21.5,91.1,None,48.8,0
"Christian, Kentucky",5.8,36414,20.5,4.2,3.8,65.9,4,40.5,81,23.3,254.3,19.3,142.4,1.7
"Clark, Kentucky",4.8,42919,15.4,4.6,5.1,70.1,3,35.1,90,26.5,295.1,20.9,143.2,2.2
"Clay, Kentucky",6.8,20483,37.7,5.9,6.7,73.3,3,None,95,17.3,105,32.3,44.9,3.7
"Clinton, Kentucky",6.8,25366,24.4,4.3,3.9,73.3,3,70.5,82,14.8,None,None,69.1,2
"Crittenden, Kentucky",3.6,32068,20.8,5,14.1,81.1,3,None,None,28.4,209.9,None,46.9,1.6
"Cumberland, Kentucky",5.7,29571,23.6,4.9,2.9,79.1,3,74.3,95,20.6,58.2,None,58.7,2.9
"Daviess, Kentucky",4.2,43576,15.2,4.5,6.6,74.7,4,52.8,91,27.3,173.6,13.8,196.5,1.7
"Edmonson, Kentucky",6,35237,16.1,5.2,1.7,73.9,3,67.5,90,16.8,65.7,None,16.6,2.5
"Elliott, Kentucky",2.2,22694,31.8,5.8,5.4,89.4,5,None,None,36.6,209.9,41.5,21.5,3.2
"Estill, Kentucky",7.3,27316,27.2,None,2.2,79.4,2,None,78,16.8,183.5,29.4,51.7,1.5
"Fayette, Kentucky",3.6,45301,18.9,5.5,4.9,66.9,4,46.8,83,47.3,490.2,8.3,679.6,2.1
"Fleming, Kentucky",8.8,30415,22.2,6,2.8,79.5,3,None,73,20.6,50.8,23,77,1.6
"Floyd, Kentucky",4.6,28526,28.9,5.7,9.8,71.8,3,None,67,25.7,118.3,27.4,81.4,2.4
"Franklin, Kentucky",4.1,43123,16.6,4.7,5.8,68.1,4,39.2,84,30.9,274.2,18.4,106.7,1.2
"Fulton, Kentucky",6.5,31433,22.2,5.3,7.8,71.2,3,69.9,90,17.4,249,None,156.6,3.1
"Gallatin, Kentucky",3.4,40990,20.7,3.9,2.1,84,3,None,79,19.8,137.4,None,30.9,1
"Garrard, Kentucky",5.5,41794,19.1,4.1,4.2,65,3,None,62,26.7,440.4,24.5,80.2,1.8
"Grant, Kentucky",4.8,43205,18,4,6.1,67.8,4,36.8,91,17.2,52.4,21.9,52.9,0.4
"Graves, Kentucky",5.5,35937,18.6,5.1,4,70.7,3,47.4,92,24.3,146.1,None,85.6,1.6
"Grayson, Kentucky",6.1,30326,23.3,4.6,5.4,72.8,4,49.7,93,15.6,67.2,18,138.3,1.2
"Green, Kentucky",2.5,32204,21.9,5.6,15.8,82.1,5,None,None,32.8,None,None,0,7.9
"Greenup, Kentucky",6.5,41240,17.9,4.8,5.2,75.4,4,31.2,94,24.5,61.1,22.1,84.9,1.6
"Hancock, Kentucky",3.7,47913,14.2,4,3.2,67,4,None,92,30.7,171.8,None,42.5,1.1
"Hardin, Kentucky",4.7,45571,15.8,4.3,4.9,72.2,4,41.4,89,30.1,159.3,16,176.7,1.2
"Harlan, Kentucky",10,24248,31.3,5.1,3.5,73.9,3,44.6,87,18.5,91.4,30.7,119.2,3.5
"Harrison, Kentucky",3.4,33741,23.1,5.6,11.6,79.5,4,None,None,32.1,151.8,None,58.1,5.8
"Hart, Kentucky",9.1,31270,26.6,5.1,3.7,77,2,None,63,14.3,596.6,23.6,27.6,3.7
"Henderson, Kentucky",4.5,39256,17.7,4.9,3.4,70.6,4,46.6,89,24.2,157.9,21.1,127.2,1.5
"Henry, Kentucky",4.3,43071,17.1,4.6,4.5,69.3,3,58.2,88,18.4,58.9,21.9,64.8,1.9
"Hickman, Kentucky",5,31851,18.3,3.9,9.5,53.5,5,None,88,52.2,460.2,None,132.5,4.7
"Hopkins, Kentucky",5.5,38274,18.8,4.9,5.8,75.9,3,38.3,89,22.4,114.3,21.4,285.7,1.5
"Jackson, Kentucky",5.5,24482,34.2,5.9,3.9,74.4,3,None,90,20.1,198.9,None,17.4,0.9
"Jefferson, Kentucky",4.5,43954,16.7,4.9,5,67.9,4,47.4,77,37.6,579.1,14.5,465.6,2.1
"Jessamine, Kentucky",3.9,45887,16.9,4.6,4.6,67.4,4,38.2,81,34.7,180,13.5,227.6,1
"Johnson, Kentucky",7.4,31908,24.3,5,7.6,73,3,None,88,18.7,69.1,25.9,52.7,1.8
"Kenton, Kentucky",4,50797,13.7,4.4,4.8,70.4,4,47.6,89,36.6,271.7,16.5,264.4,1.7
"Knott, Kentucky",3.8,31720,23.1,5.4,5.8,74.9,3,None,86,43,110.6,22.1,104.2,1.2
"Knox, Kentucky",6.3,22500,34.7,5.3,1.8,72.1,3,None,78,18.6,52.4,31.2,36.2,2.3
"Larue, Kentucky",6.3,37209,16.9,4.3,5.3,74.6,3,None,89,16.8,149.4,None,41,3.5
"Laurel, Kentucky",5.7,34230,21.8,4.8,4.7,72.6,4,26.4,79,18.2,86.7,22.1,129,1.7
"Lawrence, Kentucky",4.2,31379,27,5.5,3.6,78.4,4,None,86,18.9,None,None,61.6,2.1
"Lee, Kentucky",2.3,21453,37.2,6.1,14.1,79.3,4,None,None,30,None,45.4,31.3,7.8
"Leslie, Kentucky",5.9,27418,22.6,6.4,3.5,67.8,3,None,74,17.3,477.2,26.7,53.8,1.5
"Letcher, Kentucky",9.8,29203,25.3,6,4.6,71.5,4,None,82,26.2,184.1,30.1,53.4,3.8
"Lewis, Kentucky",4.8,26571,29.1,6,4.1,62.8,3,None,76,17.7,243.3,None,70.5,3.5
"Lincoln, Kentucky",6,31497,25.4,5.3,3.3,70.9,3,47.8,90,15.1,53.8,26.1,53.3,2.9
"Livingston, Kentucky",3.1,37733,16.9,4.1,12.6,78.9,4,None,None,33.9,22.6,None,97.6,7
"Logan, Kentucky",3.5,34248,21.2,5,4.1,70.3,3,None,94,31.8,231.3,23.5,122.9,1.2
"Lyon, Kentucky",4.7,37545,16.8,5.1,5.2,82.9,3,None,88,30.4,250.5,None,0,1
"McCracken, Kentucky",5.1,42025,16.2,4.9,7.2,75.4,4,46.8,87,32.1,215.6,15.6,331.9,1.8
"McCreary, Kentucky",3.6,19630,30.3,5.3,4.7,78.6,4,None,55,35.5,183.7,43.9,31.2,1.6
"McLean, Kentucky",4.7,36348,18.8,4,7.4,79.8,4,52.8,86,17.2,35.8,None,10.5,3.2
"Madison, Kentucky",4,39604,21.4,5,5.1,67.3,4,39.3,92,34.2,197.4,8.9,148.5,0.9
"Magoffin, Kentucky",8,25157,28.6,5.5,8.7,81.8,3,None,89,18,346.8,28,29.1,4.4
"Marion, Kentucky",4.6,36241,17,4.8,3.7,73.1,2,None,94,20.2,175.8,26,37.2,1.7
"Marshall, Kentucky",4.9,41097,11.6,3.9,4.5,78,4,51.8,92,21.8,115.3,None,67.4,2.9
"Martin, Kentucky",4.5,24580,35.1,6.3,6.5,81.5,3,None,93,25.3,30.1,47.9,9.3,4.7
"Mason, Kentucky",5.8,38504,19.3,4.8,3,79.3,3,None,83,22.4,53.3,None,14.9,0
"Meade, Kentucky",5.3,43764,16.9,4.1,2.7,73.1,4,41.8,94,21.7,56.3,20.1,20.5,1
"Menifee, Kentucky",10.8,27245,27.5,5.2,4.2,73.2,3,None,76,14.8,145.2,None,38.2,3.4
"Mercer, Kentucky",6.1,42491,16.8,4.7,1.7,71,2,None,73,15.7,243.7,13,25.9,0.9
"Metcalfe, Kentucky",2.7,29718,20,4.2,11.8,79.5,4,None,97,25.2,140.6,None,78.9,4.9
"Monroe, Kentucky",3.7,27900,25.2,5.3,5.6,82.2,4,None,98,19.9,204.2,None,46.6,1.9
"Montgomery, Kentucky",7.2,34924,25,5.3,1.2,72.4,3,None,83,22.7,290.7,28.5,30.3,2.4
"Morgan, Kentucky",4,28696,28.9,5.4,3.5,74.5,2,None,76,16.2,281,38.4,10.6,2.8
"Muhlenberg, Kentucky",6,35666,20.4,4.4,4.2,74.7,3,49.1,88,19.3,55,20.1,67.2,2.6
"Nelson, Kentucky",4.6,41028,18.2,4.3,4.5,70.5,2,60.8,87,25.1,118.1,19.6,87.7,1.1
"Nicholas, Kentucky",5.5,40324,16,4.8,2.8,64.1,3,None,43,23.2,787.3,None,49.3,2.8
"Ohio, Kentucky",5.6,38217,19.7,4.5,6.4,73.8,4,None,83,15.8,130.9,24.1,14.2,2.1
"Oldham, Kentucky",3.6,78054,6.8,3.7,2.6,73.8,5,63,96,47.7,75.3,13.9,190.5,0.8
"Owen, Kentucky",5,38385,16.2,4.5,3,69.4,2,None,None,13.2,123.8,None,0,6
"Owsley, Kentucky",5.7,18707,37.7,5.8,3.3,68.2,3,None,None,14.9,201.1,None,32.9,6.6
"Pendleton, Kentucky",8.2,42569,15.6,4.1,2.8,62.8,5,None,None,30,122.6,None,111.6,1.9
"Perry, Kentucky",3.9,31382,25.3,5.8,7,66,3,None,96,23.2,38.9,25,0,2.3
"Pike, Kentucky",8,30852,23.4,5.4,4.9,73.7,3,30.8,90,17.7,39.5,24.8,231.6,3.3
"Powell, Kentucky",2.6,25121,31.7,6.6,13.1,72.7,3,None,None,28.2,None,None,0,0
"Pulaski, Kentucky",5.4,31910,23.3,5.7,5.2,68.8,4,26.1,90,23.9,103.9,18.6,230.8,1.9
"Robertson, Kentucky",2.8,None,None,5,9.9,76.7,3,None,None,28.8,None,None,39.6,4
"Rockcastle, Kentucky",5.1,28711,25.5,5.8,6.5,72.8,4,None,88,33.7,88.7,18.9,111.3,1.9
"Rowan, Kentucky",8.6,32981,28.6,5.6,3.1,71.1,3,None,62,16.1,123.6,None,23.6,2
"Russell, Kentucky",6.2,27819,27.3,6.1,4.9,69,3,None,90,13.1,531.3,None,28.1,3.5
"Scott, Kentucky",3.7,57932,12.4,4.1,3.6,74.8,4,48,84,34.7,334.5,10.7,113.9,1
"Shelby, Kentucky",3.7,53631,12.4,3.9,3.6,73,4,53.9,85,30.8,139.7,12,110.7,1.6
"Simpson, Kentucky",4,37015,20.3,4.3,6.5,75.2,4,None,None,20.7,310.5,None,43.2,4.3
"Spencer, Kentucky",7.8,61036,7.7,3.3,2.6,66.5,2,None,77,24.6,709.9,None,73.5,0.4
"Taylor, Kentucky",2.8,34056,21.7,5,4.8,76.5,4,None,87,36.2,80,23.9,47.6,4.8
"Todd, Kentucky",5.6,38882,20.5,4.7,2.3,73.6,3,None,83,17.2,153.9,26.8,64.2,2.3
"Trigg, Kentucky",3,42709,16.1,4.4,4.9,70,4,None,None,24.6,None,None,48.5,2.4
"Trimble, Kentucky",6.9,46536,17.2,4.1,6.4,69.5,3,None,None,14.7,213.2,None,18.2,3.6
"Union, Kentucky",6.1,36621,25.7,4.8,3.3,73.3,4,52.2,89,22.3,88.5,37.5,39.7,4
"Warren, Kentucky",4.1,41310,19.1,5.1,5.4,67.2,4,47.9,92,35.5,195,9.4,227.5,1.4
"Washington, Kentucky",2.9,38231,14.2,4.4,6.7,85.9,3,None,None,29.4,159.2,None,0,1.7
"Wayne, Kentucky",3.7,27609,24.3,5,10,77.4,4,None,97,30.2,217.5,20.3,50,4
"Webster, Kentucky",4.3,38765,14.8,4.9,6.2,69.6,4,None,None,19.7,None,17.7,0,4.1
"Whitley, Kentucky",6.2,27864,26,4.6,5.9,67.9,3,55.3,92,16.9,107.2,24.4,177,3.4
"Wolfe, Kentucky",2.4,21129,40.5,6.6,7.6,75.2,3,None,None,32.7,292.4,32.4,114.2,11.4
"Woodford, Kentucky",3.4,53895,11.6,4,4.4,74.1,4,52.6,97,38.7,123.9,None,198,1.2
"Acadia, Louisiana",6.4,35182,18.7,5.3,3.7,77.5,3,32.2,79,16.8,433,17.6,67.6,3.5
"Allen, Louisiana",6.8,35970,16.1,5,4.7,79,3,49.7,84,15.7,167.8,32.6,58.5,1.6
"Ascension, Louisiana",5.1,64650,12.3,4.1,3.1,77.7,4,45.7,87,31.6,269.5,16.9,96.1,1.8
"Assumption, Louisiana",7.6,43165,18.7,5.3,3.4,78.3,3,54,79,14.6,402.3,28.2,17.2,2.2
"Avoyelles, Louisiana",7.3,31770,22.6,5.1,3.9,73.3,3,41.4,65,14.6,573.4,27.8,53.2,2.7
"Beauregard, Louisiana",6.6,43416,16.8,4.7,4.4,81.2,3,35.1,87,20.7,260.8,22.8,102.1,0.6
"Bienville, Louisiana",6.1,29524,26.9,6.1,4.4,68.8,3,None,73,26,140.2,20.1,149,1.8
"Bossier, Louisiana",5.7,49840,14.3,4.7,3.4,72,4,44.9,74,32.1,360.9,13.3,141.3,1.5
"Caddo, Louisiana",7.1,38426,19.5,5.1,4.8,67.8,3,52.6,63,28.8,638,21.1,648.6,1.1
"Calcasieu, Louisiana",5.4,40715,17.4,5.2,4.8,73.9,4,51.2,78,26.8,586.9,19.2,203.3,1.5
"Caldwell, Louisiana",9.4,36864,20.2,6,3.6,77,3,None,99,12.7,None,None,18.2,2.7
"Cameron, Louisiana",5.6,60441,None,4,14.9,83.9,5,None,93,33.8,25.6,None,44.6,1.5
"Catahoula, Louisiana",9.5,33851,21.8,4.9,8.2,69.6,3,None,None,30.3,13.4,48,137.5,4.1
"Claiborne, Louisiana",7.7,30884,29.7,5.1,4.8,74.1,2,66.8,73,15.7,555.2,35.3,41.9,1.8
"Concordia, Louisiana",8.9,27165,31.8,5.4,3.9,71.7,3,65.2,69,16.3,596.8,35,58.6,2
"De Soto, Louisiana",8.1,36656,22.6,5.9,5.2,73.2,3,48,77,16.9,1333,20.61,40.6,0.7
"East Baton Rouge, Louisiana",5.4,45402,19.2,5.6,5.2,65.6,4,55.2,69,38.8,700.7,11.9,362.9,3.1
"East Carroll, Louisiana",3.9,23701,48,5.4,5.6,77,4,None,88,31.7,125.9,41.3,55.5,1.6
"East Feliciana, Louisiana",5.8,44203,17.3,5,4.6,77.6,3,55.4,63,17.7,60.7,25.4,86.3,0.5
"Evangeline, Louisiana",7.4,29795,24.5,5.9,3.9,69.5,3,42.8,62,16.6,263.4,29.4,100.8,5
"Franklin, Louisiana",10,29216,29.9,6,4.6,71.2,3,None,None,36,138.8,32.5,0,9.2
"Grant, Louisiana",5,37116,17.3,4.8,14.3,78.4,4,None,None,27.2,None,26.4,143.1,0
"Iberia, Louisiana",7.6,41429,20.7,5.4,4.3,74.1,4,52.6,71,17.8,433.5,22.6,147.2,3
"Iberville, Louisiana",7.1,42465,19.2,5.9,4.8,76.1,4,54.7,59,17.3,1162,26,59.8,2.7
"Jackson, Louisiana",6.3,34995,20.6,5.2,3.7,78.8,3,51.7,78,19.7,34.6,29.7,31,0.6
"Jefferson, Louisiana",5.7,45172,16.5,4.9,4.3,64.2,4,58.6,70,29.1,478,15.8,443.8,2.4
"Jefferson Davis, Louisiana",6,38958,18.8,5.4,7.3,77.2,3,46.5,85,16.9,288.7,24,76.6,1.9
"Lafayette, Louisiana",5.4,48169,16.7,5.7,5,70.8,4,49.9,70,33.7,620.1,12.2,357.1,2.4
"Lafourche, Louisiana",5.2,47336,14.1,5,5.7,79.1,4,58.2,81,18.8,171.3,15.6,150,1.4
"La Salle, Louisiana",7.1,39806,14.2,5,6.7,86.1,3,61.3,78,17.5,293.4,35.4,67.5,1.3
"Lincoln, Louisiana",7.3,33480,30.4,7.7,5.3,64.5,3,65.6,80,39.7,393.5,10.2,183,0.4
"Livingston, Louisiana",5.1,53175,13.3,4.5,2.6,75.8,4,47.8,76,22.5,317.8,17.6,40.2,1.3
"Madison, Louisiana",10.1,23866,40.3,5.4,4.2,70.4,2,78.8,68,15.4,802.6,39.1,58.7,1.7
"Morehouse, Louisiana",10.6,26756,26.5,5.7,4.1,70.8,3,46.2,65,16,571.5,25.6,66.6,1.1
"Natchitoches, Louisiana",7.6,31780,26,6.7,5.9,66.4,3,54.7,75,26.1,616.8,16.1,104.8,1.8
"Orleans, Louisiana",6.5,34769,27.3,6.9,3.9,52.3,4,59.8,78,38.1,789,17.2,700,3.9
"Ouachita, Louisiana",6.7,36462,23.2,5.9,5.8,67.2,4,51.4,70,27.1,534,21.1,262.5,1.3
"Plaquemines, Louisiana",5.8,51609,12.7,4.9,3.8,68.3,4,60.2,83,20.9,168.4,None,63.5,1.7
"Pointe Coupee, Louisiana",6.5,42460,17.7,4.9,4,79.9,3,52,63,18.2,636.5,22.4,66.8,4
"Rapides, Louisiana",6.4,38311,19.9,5.2,6.1,69.8,4,48.8,70,23.8,785.3,21.7,288.2,1.2
"Red River, Louisiana",7.2,36828,21.8,5.4,4.5,79.8,2,54.2,73,16.7,775.5,36.3,33.8,0
"Richland, Louisiana",8.9,34478,21.3,5.1,4.8,77.7,2,48.9,73,16.6,285.9,31.1,100.5,1
"Sabine, Louisiana",7.2,32909,21.7,5.4,7,78.5,3,40.6,75,17.4,288.5,28.5,45.3,2.1
"St. Bernard, Louisiana",6.8,38707,18.7,4.4,2.3,67.4,5,48,75,16.4,241.3,23.5,39.2,3.2
"St. Charles, Louisiana",5.7,54998,12.7,4.6,3.6,72.4,4,64.2,84,27.8,364.4,12.6,81.7,2.3
"St. Helena, Louisiana",4.9,31022,27.4,5.4,8,72.7,5,None,78,31.2,361.1,None,129.9,2
"St. James, Louisiana",8.5,51895,16.4,5.4,5.5,79.2,4,76.3,72,20.4,657.4,23.5,78.3,2.8
"St. John the Baptist, Louisiana",7.4,47394,16.1,4.4,3.4,67.3,4,55.9,68,19.5,189.5,17.4,96.3,2.3
"St. Landry, Louisiana",7.8,33231,26.8,6.1,4.9,72,3,38,64,17.9,669.1,25.6,152.1,3.4
"St. Martin, Louisiana",6.5,39486,18.2,5.3,3,78,4,54.8,77,17.1,343,13.8,47.2,3
"St. Mary, Louisiana",7,38911,21,5,5,76.2,3,40.9,73,14.1,617.2,25.2,91.5,1.7
"St. Tammany, Louisiana",5.4,56908,10.6,4.6,5.6,69,4,61.4,79,36.5,196.8,13.5,329.1,1.8
"Tangipahoa, Louisiana",7.1,38052,21.2,5.4,3.8,68.4,3,51.9,71,24.5,1065.5,15.39,110,1.8
"Tensas, Louisiana",3.8,25780,34.3,5.4,5,67.3,4,None,88,47.4,111.6,None,129.2,2.2
"Terrebonne, Louisiana",5.9,46763,17.1,4.8,4.4,77.1,4,53.2,77,17.4,462.8,19.8,180.2,1.7
"Union, Louisiana",3.7,33535,27.9,5.7,4.4,80.4,3,None,92,17.2,438.1,29,26.7,1.8
"Vermilion, Louisiana",6.6,41807,17.1,5.6,4.4,78,3,38.6,82,17.4,568.7,21.4,72.5,2.5
"Vernon, Louisiana",7.9,43592,13.5,3.8,2.8,77.5,4,40.9,80,24.7,325,20.5,83.3,0.4
"Washington, Louisiana",7.3,29744,25.7,6.1,4.1,69.6,2,44.7,76,16.9,584.4,28.2,114.3,2.6
"Webster, Louisiana",8.9,32827,21.9,5,4.2,72.7,3,50.2,72,18.5,271.3,24.4,100.7,2
"West Baton Rouge, Louisiana",5.6,47667,14.6,5,3.3,78.1,4,73.8,63,23.2,363.7,18.7,48.9,2.4
"West Carroll, Louisiana",13.9,31682,25,5.3,5.2,78.7,2,51,73,11.7,946.8,34.1,43.6,4.4
"West Feliciana, Louisiana",5.4,57673,16.6,5.7,3.2,79.5,3,66.1,73,21.9,234.6,None,103.4,1.9
"Winn, Louisiana",8.5,32125,22.6,5.6,2,76.6,3,57.5,73,16.2,567.6,39.4,74.4,2.7
"Androscoggin, Maine",4.6,42046,15.6,4.4,4.8,63.7,4,42,80,28.6,152.1,12.6,222.6,2
"Aroostook, Maine",7.3,35432,16.3,4.5,7,71.1,3,35.3,86,25.7,79.4,11.6,195.6,4.4
"Cumberland, Maine",3.7,53784,11.4,4.6,6.3,62.6,5,49.3,88,50,145.2,9,530,2.5
"Franklin, Maine",5.6,38962,15.6,4,6.6,71.7,4,45.6,81,31.9,144.1,9.9,170.4,4.3
"Hancock, Maine",6.6,44423,14,4.5,6.6,65.8,4,30.5,84,40.6,78.9,12.3,259.2,5.3
"Kennebec, Maine",4.7,43812,13.4,4.4,5.5,68,4,48.8,84,34.7,150.1,12.2,256.9,2
"Knox, Maine",4.7,46571,10.8,4,7.6,64.7,4,53.3,88,38.1,66.3,None,272.8,4
"Lincoln, Maine",5.2,46970,11.7,3.7,7,67.7,5,52.1,None,40.9,108.6,19.4,184.4,2.9
"Oxford, Maine",6.3,38071,14.9,4.4,3.7,67.4,4,38.4,84,25.4,110.7,18.7,85.5,2.3
"Penobscot, Maine",5.2,40935,17,4.5,6.1,65.4,4,43.1,84,34.3,79.1,11.2,346.6,1.8
"Piscataquis, Maine",6.5,34301,18.5,4.3,5,73,3,None,83,24.1,None,15.4,39,0.6
"Sagadahoc, Maine",3.9,53102,11.1,3.9,4.6,67.4,4,47,84,40.7,38.7,None,111.3,2.6
"Somerset, Maine",7.8,36169,17.8,4.5,4.6,68,4,25.6,83,24.5,106.7,18.8,112.2,1.9
"Waldo, Maine",5.6,39519,16.4,4.5,5.9,64.2,4,38.9,87,35.7,73.9,16.2,159.1,2.8
"Washington, Maine",8,34853,19.5,4.4,6.8,69.5,4,39.1,85,27.8,223.6,23.8,99.4,5.6
"York, Maine",4.3,53678,9.5,4,4.5,62.8,5,40.5,86,38.9,132.6,11.1,134.9,2.3
